NAME,APPS,MINS,ATT_GOALS,ATT_XG,ATT_GOALS VS XG,ATT_SHOTS,ATT_SOT,ATT_CONV %,ATT_XG PER SHOT,CAR_TOTAL (ALL CARRIES),CAR_DISTANCE (M) (ALL CARRIES),CAR_AVG (M) (ALL CARRIES),CAR_TOTAL (PROGRESSIVE),CAR_DISTANCE (M) (PROGRESSIVE),CAR_AVG (M) (PROGRESSIVE),CAR_ENDED WITH SHOT,CAR_ENDED WITH GOAL,CAR_ENDED WITH CHANCE,CAR_ENDED WITH ASSIST,DEF_TACKLES,DEF_INTS,DEF_POS WON,DEF_BLOCKS,DEF_CLEARANCES,DEF_TOTAL (GROUND DUELS),DEF_WON (GROUND DUELS),DEF_% (GROUND DUELS),DEF_TOTAL (AERIAL DUELS),DEF_WON (AERIAL DUELS),DEF_% (AERIAL DUELS),PAS_TOTAL (OPEN PLAY PASSES),PAS_SUCCESSFUL (OPEN PLAY PASSES),PAS_% (OPEN PLAY PASSES),PAS_TOTAL (FINAL THIRD PASSES),PAS_SUCCESSFUL (FINAL THIRD PASSES),PAS_% (FINAL THIRD PASSES),PAS_TOTAL (CROSSES),PAS_SUCCESSFUL (CROSSES),PAS_% (CROSSES),PAS_THROUGH BALLS
Natan,33,2810,0.00,0.02,-0.02,0.32,0.03,0.00%,0.05,11.43,112.3,9.8,5.35,50.7,0.3,0.00,0.00,0.03,0.00,1.02,1.15,3.20,0.74,6.95,2.91,1.41,48.4%,3.97,2.21,55.6%,45.86,40.48,88.3%,3.78,2.15,56.8%,0.03,0.00,0.0%,0.03
Neal Maupay,12,870,0.21,0.18,0.03,1.76,0.72,11.76%,0.10,5.79,62.3,10.8,2.79,26.5,1.0,0.41,0.10,0.31,0.00,0.41,0.10,2.07,0.10,0.21,6.21,2.48,40.0%,3.52,0.93,26.5%,20.59,16.86,81.9%,7.55,6.10,80.8%,0.41,0.00,0.0%,0.10
Nelson Deossa,20,736,0.00,0.06,-0.06,2.20,0.00,0.00%,0.03,16.26,186.7,11.5,7.95,91.6,1.4,0.73,0.00,0.37,0.00,1.71,0.61,5.01,0.00,1.35,14.43,8.19,56.8%,4.65,3.30,71.1%,39.13,32.65,83.4%,15.04,12.47,82.9%,0.86,0.00,0.0%,0.12
Nemanja Gudelj,34,2348,0.08,0.05,0.03,1.19,0.34,6.45%,0.04,7.36,67.2,9.1,2.99,25.9,0.3,0.11,0.00,0.11,0.00,1.34,0.96,3.07,0.69,4.87,4.52,1.95,43.2%,2.61,1.65,63.2%,42.39,37.45,88.3%,6.17,3.87,62.7%,0.19,0.04,20.0%,0.04
Nico González,24,1453,0.31,0.26,0.05,2.66,1.24,11.63%,0.10,9.11,113.9,12.5,5.76,71.0,0.8,0.62,0.00,0.12,0.00,1.49,0.74,3.78,0.19,1.67,9.60,4.52,47.1%,5.08,3.10,61.0%,33.08,25.15,76.0%,12.26,7.93,64.7%,1.67,0.19,11.1%,0.19
Nico Williams,25,1687,0.32,0.29,0.03,2.45,0.85,13.04%,0.12,17.39,217.9,12.5,12.11,144.7,0.6,0.75,0.16,0.59,0.11,0.80,0.37,4.80,0.00,0.48,14.03,5.92,42.2%,0.96,0.43,44.4%,30.25,23.42,77.4%,15.20,10.30,67.7%,3.04,0.64,21.1%,0.11
Nicolas Pépé,36,2396,0.30,0.31,-0.01,2.37,0.94,12.70%,0.13,15.59,198.3,12.7,8.75,100.0,0.4,0.94,0.15,0.83,0.15,1.16,0.60,4.13,0.04,0.90,10.59,4.96,46.8%,1.62,0.68,41.9%,33.09,27.27,82.4%,16.23,12.55,77.3%,1.09,0.26,24.1%,0.26
Nicolás Fonseca,19,1019,0.00,0.03,-0.03,0.71,0.09,0.00%,0.04,7.42,64.8,8.7,2.65,21.2,0.7,0.09,0.00,0.00,0.00,3.62,1.50,4.50,0.44,1.41,9.45,4.77,50.5%,1.50,0.53,35.3%,49.73,42.39,85.3%,9.27,6.71,72.4%,0.35,0.09,25.0%,0.18
Nobel Mendy,24,1804,0.10,0.08,0.02,0.55,0.15,18.18%,0.14,8.53,75.6,8.9,3.94,36.9,0.5,0.15,0.00,0.00,0.00,1.30,1.05,3.39,1.15,7.73,4.04,2.05,50.6%,2.94,1.55,52.5%,48.04,41.21,85.8%,4.84,2.00,41.2%,0.25,0.00,0.0%,0.05
Obed Vargas,12,739,0.00,0.02,-0.02,0.61,0.00,0.00%,0.04,12.42,134.2,10.8,6.33,73.1,1.4,0.37,0.00,0.12,0.00,3.17,0.85,3.17,0.73,1.10,7.67,5.48,71.4%,0.97,0.24,25.0%,38.48,31.66,82.3%,11.69,8.28,70.8%,0.73,0.12,16.7%,0.37
Oihan Sancet,28,1803,0.20,0.32,-0.12,2.40,0.75,8.33%,0.13,10.28,113.8,11.1,6.09,64.5,0.5,0.25,0.05,0.45,0.00,1.25,0.20,3.29,0.10,0.45,7.49,3.44,46.0%,2.45,0.95,38.8%,29.70,24.16,81.3%,12.78,9.93,77.7%,1.15,0.20,17.4%,0.20
Omar El Hilali,36,2828,0.00,0.00,-0.00,0.03,0.00,0.00%,0.01,7.19,72.9,10.1,3.85,35.1,0.3,0.00,0.00,0.16,0.03,2.32,1.27,3.06,0.51,3.02,5.60,3.28,58.5%,1.97,0.89,45.2%,39.59,31.89,80.5%,8.08,5.31,65.8%,1.81,0.57,31.6%,0.06
Omar Mascarell,30,2245,0.08,0.01,0.07,0.28,0.12,28.57%,0.04,8.54,81.1,9.5,2.65,15.0,0.2,0.00,0.00,0.16,0.08,1.92,1.40,4.45,0.68,3.37,5.21,2.69,51.5%,2.69,1.20,44.8%,43.38,37.28,86.0%,7.78,5.25,67.5%,0.24,0.04,16.7%,0.00
Oriol Rey,20,1319,0.00,0.03,-0.03,0.55,0.07,0.00%,0.06,7.71,71.0,9.2,3.48,26.8,0.5,0.14,0.00,0.07,0.00,1.36,0.68,4.09,0.34,2.25,5.46,2.39,43.8%,1.84,0.89,48.1%,39.23,34.32,87.5%,8.67,6.76,78.0%,0.41,0.27,66.7%,0.07
Orri Óskarsson,20,830,0.98,0.66,0.31,2.93,2.06,33.33%,0.23,2.93,36.1,12.3,1.73,21.1,1.3,0.43,0.11,0.00,0.00,0.76,0.11,1.30,0.11,0.65,4.55,1.84,40.5%,4.01,1.73,43.2%,13.45,8.46,62.9%,6.29,3.36,53.5%,0.54,0.22,40.0%,0.11
Oso,21,1409,0.13,0.08,0.04,1.09,0.51,11.76%,0.08,10.09,134.3,13.3,6.71,88.1,0.8,0.38,0.00,0.26,0.13,1.72,0.45,3.45,0.19,1.09,7.22,3.83,53.1%,1.98,0.96,48.4%,28.17,21.27,75.5%,10.60,7.60,71.7%,3.00,0.64,21.3%,0.06
Pablo Barrios,23,1666,0.05,0.10,-0.04,1.24,0.32,4.35%,0.08,17.34,201.6,11.6,7.89,72.4,0.5,0.16,0.00,0.43,0.00,1.62,1.46,6.16,0.11,0.65,8.48,4.65,54.8%,1.73,0.97,56.3%,56.83,50.56,89.0%,20.74,17.12,82.5%,1.67,0.54,32.3%,0.43
Pablo Durán,30,1424,0.13,0.27,-0.14,2.34,0.95,5.41%,0.12,6.76,68.2,10.1,2.65,22.5,0.5,0.57,0.06,0.13,0.00,1.01,0.38,3.10,0.19,0.95,5.94,2.21,37.2%,1.96,0.82,41.9%,22.88,16.50,72.1%,9.86,6.76,68.6%,0.82,0.00,0.0%,0.19
Pablo Fornals,37,2865,0.28,0.12,0.16,1.38,0.60,20.45%,0.09,14.54,139.9,9.6,7.01,62.1,0.3,0.28,0.06,0.50,0.09,1.23,1.07,4.99,0.09,0.63,6.57,2.80,42.6%,1.70,0.47,27.8%,56.48,48.97,86.7%,21.05,16.65,79.1%,2.07,0.38,18.2%,0.44
Pablo Ibáñez,37,2247,0.04,0.18,-0.14,1.88,0.52,2.13%,0.09,12.54,146.1,11.7,6.25,61.2,0.4,0.24,0.00,0.16,0.00,2.28,0.84,5.01,0.40,1.04,12.34,6.17,50.0%,2.12,1.04,49.1%,40.49,34.73,85.8%,13.06,10.13,77.6%,1.44,0.28,19.4%,0.08
Pablo Maffeo,31,2672,0.03,0.01,0.02,0.24,0.03,14.29%,0.06,8.32,84.2,10.1,4.85,36.0,0.2,0.03,0.03,0.13,0.03,2.29,1.18,3.74,0.64,3.30,6.84,4.21,61.6%,1.85,1.04,56.4%,31.39,24.02,76.5%,8.79,5.83,66.3%,2.86,0.94,32.9%,0.03
Pablo Martínez,27,1865,0.05,0.09,-0.04,1.35,0.19,3.57%,0.07,7.53,83.0,11.0,4.15,42.6,0.5,0.10,0.00,0.10,0.00,0.82,0.97,4.20,0.58,1.40,5.89,2.03,34.4%,1.01,0.68,66.7%,33.25,26.06,78.4%,11.77,7.48,63.5%,1.35,0.53,39.3%,0.29
Pablo Marín,34,1494,0.00,0.08,-0.08,0.78,0.24,0.00%,0.10,7.17,82.9,11.6,4.46,44.4,0.6,0.18,0.00,0.06,0.00,1.14,0.48,3.61,0.06,0.96,8.19,3.49,42.6%,1.81,0.48,26.7%,22.53,17.83,79.1%,7.05,5.00,70.9%,1.02,0.24,23.5%,0.12
Pablo Torre,35,1603,0.22,0.10,0.13,1.40,0.67,16.00%,0.07,11.90,131.4,11.0,6.01,51.6,0.5,0.39,0.06,0.28,0.00,1.24,0.51,4.66,0.11,0.73,8.87,4.15,46.8%,1.80,0.39,21.9%,45.08,38.35,85.1%,17.12,13.59,79.3%,1.35,0.17,12.5%,0.11
Pacha Espino,30,1480,0.12,0.10,0.02,1.22,0.55,10.00%,0.08,10.46,117.3,11.2,5.90,66.2,0.7,0.24,0.00,0.36,0.00,3.16,0.91,5.41,0.30,1.95,10.76,6.02,55.9%,2.19,1.09,50.0%,35.76,25.48,71.3%,12.95,8.15,62.9%,3.04,0.61,20.0%,0.18
Paco Cortés,12,471,0.00,0.10,-0.10,2.29,0.76,0.00%,0.04,10.13,127.0,12.5,5.16,48.0,1.8,0.96,0.00,0.57,0.00,0.76,0.38,4.39,0.19,0.76,9.55,3.63,38.0%,0.57,0.19,33.3%,20.06,15.48,77.1%,7.45,4.78,64.1%,3.63,0.19,5.3%,0.38
Pape Gueye,30,2143,0.21,0.17,0.04,1.97,0.55,10.64%,0.08,10.96,98.3,9.0,5.75,49.8,0.4,0.29,0.00,0.21,0.00,1.68,1.43,4.66,0.38,2.48,7.77,4.58,58.9%,1.81,1.01,55.8%,45.31,36.50,80.5%,14.74,10.46,70.9%,0.59,0.21,35.7%,0.42
Pathé Ciss,29,1995,0.09,0.15,-0.06,0.90,0.36,10.00%,0.17,11.14,111.9,10.0,6.23,58.0,0.4,0.14,0.00,0.14,0.00,2.44,1.62,5.19,0.72,3.52,5.95,3.43,57.6%,2.80,1.53,54.8%,53.77,47.95,89.2%,9.97,7.62,76.5%,0.05,0.05,100.0%,0.09
Pau Cubarsí,31,2708,0.03,0.02,0.02,0.33,0.07,10.00%,0.05,24.23,245.4,10.1,12.40,121.9,0.3,0.10,0.00,0.10,0.00,1.40,1.00,3.46,0.37,4.89,3.02,1.73,57.1%,3.46,2.16,62.5%,91.99,87.34,94.9%,9.54,8.21,86.1%,0.00,0.00,0.0%,0.17
Pau Navarro,23,1924,0.00,0.00,-0.00,0.09,0.09,0.00%,0.04,6.41,55.6,8.7,3.04,29.0,0.4,0.00,0.00,0.00,0.00,3.04,0.84,2.76,0.75,5.05,7.25,3.88,53.5%,2.53,1.22,48.1%,45.51,40.23,88.4%,4.58,2.95,64.3%,0.09,0.05,50.0%,0.00
Pedri,29,2107,0.09,0.07,0.02,0.90,0.43,9.52%,0.07,29.81,318.1,10.7,14.27,147.3,0.4,0.34,0.09,0.81,0.30,2.14,1.03,6.96,0.09,0.98,9.35,5.60,59.8%,0.51,0.43,83.3%,87.78,80.39,91.6%,32.98,28.36,86.0%,0.56,0.21,38.5%,0.90
Pedro Bigas,28,2068,0.04,0.03,0.01,0.44,0.13,10.00%,0.07,13.62,147.0,10.8,7.31,62.8,0.4,0.09,0.04,0.09,0.04,1.57,1.26,3.31,0.78,4.66,4.74,2.52,53.2%,3.18,2.18,68.5%,65.37,58.01,88.8%,14.10,10.88,77.2%,1.13,0.35,30.8%,0.04
Pedro Díaz,34,1869,0.00,0.08,-0.08,2.12,0.29,0.00%,0.04,9.58,111.2,11.6,5.49,61.0,0.5,0.67,0.00,0.14,0.00,1.83,0.39,4.91,0.05,0.72,7.22,3.18,44.0%,1.25,0.63,50.0%,36.98,31.40,84.9%,13.24,10.11,76.4%,1.16,0.24,20.8%,0.29
Pep Chavarría,33,2681,0.03,0.02,0.01,0.60,0.10,5.56%,0.03,13.36,167.0,12.5,8.56,103.3,0.4,0.10,0.03,0.50,0.03,1.81,1.04,4.77,0.47,2.89,6.51,3.56,54.6%,1.78,0.74,41.5%,42.90,36.29,84.6%,11.08,8.56,77.3%,3.26,0.54,16.5%,0.23
Pepelu,31,2232,0.08,0.14,-0.06,0.97,0.12,8.33%,0.15,10.40,90.6,8.7,4.31,37.8,0.4,0.04,0.00,0.08,0.00,2.42,0.85,5.69,0.40,2.66,5.69,3.31,58.2%,2.18,1.21,55.6%,55.69,47.98,86.2%,13.99,10.24,73.2%,0.48,0.08,16.7%,0.24
Peque Fernández,26,978,0.18,0.09,0.09,1.38,0.55,13.33%,0.07,11.69,151.3,12.9,6.90,89.4,1.2,0.28,0.00,0.37,0.00,1.20,0.09,3.77,0.09,0.18,13.16,7.27,55.2%,2.94,1.56,53.1%,33.50,27.24,81.3%,14.17,10.67,75.3%,0.37,0.00,0.0%,0.55
Pere Milla,33,1986,0.32,0.32,-0.00,2.67,0.95,11.86%,0.12,5.76,58.9,10.2,3.76,38.1,0.5,0.18,0.00,0.32,0.00,1.68,0.82,3.44,0.14,0.95,8.29,3.76,45.4%,2.58,1.04,40.4%,24.20,17.31,71.5%,10.06,6.39,63.5%,1.04,0.05,4.3%,0.36
Pol Lozano,33,2171,0.08,0.03,0.05,0.70,0.21,11.76%,0.05,7.92,73.7,9.3,3.19,27.9,0.4,0.04,0.00,0.21,0.04,1.58,0.91,3.44,0.25,1.08,7.59,2.94,38.8%,1.29,0.46,35.5%,39.22,34.08,86.9%,11.81,9.00,76.1%,0.83,0.25,30.0%,0.17
Portu,10,473,0.00,0.26,-0.26,1.71,0.95,0.00%,0.15,2.66,30.6,11.5,1.71,19.5,2.2,0.38,0.00,0.00,0.00,0.76,0.38,2.09,0.19,0.00,4.57,1.33,29.2%,2.47,0.95,38.5%,14.84,10.66,71.8%,7.61,4.95,65.0%,1.14,0.00,0.0%,0.00
Rafa Marín,23,1980,0.05,0.02,0.03,0.23,0.05,20.00%,0.07,8.14,79.0,9.7,4.68,43.6,0.4,0.00,0.00,0.00,0.00,1.68,0.82,2.82,0.73,6.41,3.32,2.14,64.4%,3.32,1.82,54.8%,49.36,44.55,90.2%,6.09,4.27,70.2%,0.00,0.00,0.0%,0.00
Rafa Mir,27,1809,0.40,0.40,-0.00,3.43,1.79,11.59%,0.12,5.52,60.3,10.9,2.44,19.6,0.4,0.60,0.15,0.05,0.00,0.80,0.25,1.84,0.05,0.95,5.67,1.84,32.5%,2.99,0.95,31.7%,20.65,16.52,80.0%,8.56,6.67,77.9%,1.00,0.15,15.0%,0.00
Rahim Alhassane,27,1710,0.00,0.00,-0.00,0.16,0.00,0.00%,0.02,9.00,109.4,12.2,4.95,58.3,0.6,0.00,0.00,0.16,0.00,1.79,1.74,4.32,0.32,3.68,4.21,2.63,62.5%,1.74,1.11,63.6%,37.89,30.32,80.0%,9.84,6.84,69.5%,3.63,0.68,18.8%,0.00
Ramon Terrats,29,1023,0.09,0.13,-0.04,1.32,0.26,6.67%,0.10,6.25,64.9,10.4,3.61,38.0,0.9,0.09,0.00,0.35,0.09,1.94,0.97,3.08,0.44,0.62,10.65,4.66,43.8%,2.55,0.79,31.0%,22.52,17.33,77.0%,10.56,6.77,64.2%,1.58,0.18,11.1%,0.26
Raphinha,22,1388,0.84,0.69,0.16,4.21,1.56,20.00%,0.16,14.65,155.1,10.6,8.43,85.8,0.7,1.49,0.32,0.78,0.00,0.97,0.32,3.05,0.06,0.71,6.61,2.98,45.1%,0.45,0.19,42.9%,41.43,33.65,81.2%,21.59,16.15,74.8%,2.40,0.52,21.6%,0.32
Raúl Asencio,23,1706,0.11,0.07,0.04,0.74,0.21,14.29%,0.09,12.87,124.6,9.7,7.23,69.8,0.5,0.05,0.00,0.11,0.00,0.90,0.53,2.74,0.69,3.01,3.59,2.16,60.3%,1.95,1.11,56.8%,62.51,58.77,94.0%,7.39,6.01,81.4%,0.05,0.00,0.0%,0.11
Raúl García,36,1013,0.62,0.57,0.05,3.46,2.04,17.95%,0.17,6.84,82.9,12.1,4.26,45.1,0.9,0.80,0.09,0.27,0.00,1.33,0.62,2.49,0.18,1.42,8.35,4.00,47.9%,6.75,3.55,52.6%,20.79,13.95,67.1%,8.35,4.09,48.9%,0.80,0.36,44.4%,0.00
Raúl Moro,14,623,0.00,0.03,-0.03,0.87,0.00,0.00%,0.04,11.27,148.1,13.1,6.65,76.5,1.7,0.58,0.00,0.87,0.29,0.29,0.14,3.47,0.00,1.16,5.78,2.89,50.0%,0.87,0.14,16.7%,23.84,18.20,76.4%,12.13,9.53,78.6%,4.04,0.43,10.7%,0.14
Renato Veiga,32,2478,0.00,0.01,-0.01,0.33,0.11,0.00%,0.03,11.44,122.4,10.7,6.68,70.7,0.4,0.11,0.00,0.00,0.00,0.69,0.84,3.16,1.09,5.67,2.29,0.91,39.7%,2.80,1.78,63.6%,56.08,49.58,88.4%,7.45,4.79,64.4%,0.07,0.00,0.0%,0.11
Ricardo Rodríguez,23,1546,0.00,0.01,-0.01,0.17,0.00,0.00%,0.04,6.87,69.0,10.1,3.67,35.2,0.6,0.00,0.00,0.06,0.00,1.40,0.47,2.56,0.17,3.90,3.43,1.75,50.8%,1.75,0.93,53.3%,36.91,31.26,84.7%,7.86,5.94,75.6%,0.87,0.41,46.7%,0.06
Robert Lewandowski,31,1656,0.76,0.77,-0.01,3.42,1.58,22.22%,0.22,3.86,38.8,10.0,1.74,13.5,0.4,0.49,0.11,0.16,0.00,0.27,0.16,1.68,0.00,1.09,4.73,1.79,37.9%,2.83,1.36,48.1%,18.10,14.57,80.5%,7.93,5.60,70.5%,0.00,0.00,0.0%,0.11
Robert Navarro,32,1294,0.42,0.27,0.14,1.46,0.70,28.57%,0.19,13.49,172.8,12.8,8.69,107.9,0.9,0.21,0.07,0.49,0.00,1.11,0.49,3.89,0.07,0.63,9.74,3.83,39.3%,2.99,0.63,20.9%,28.93,23.37,80.8%,15.23,11.55,75.8%,3.69,0.49,13.2%,0.21
Roberto Fernández,38,2387,0.26,0.35,-0.09,2.22,0.87,11.86%,0.16,3.39,38.7,11.4,1.77,20.1,0.4,0.15,0.00,0.11,0.00,0.45,0.26,2.15,0.19,0.98,5.92,2.38,40.1%,6.79,2.22,32.8%,13.72,9.58,69.8%,5.39,3.24,60.1%,0.34,0.04,11.1%,0.08
Robin Le Normand,28,1783,0.05,0.03,0.02,0.30,0.05,16.67%,0.10,12.57,126.4,10.1,6.31,59.2,0.5,0.00,0.00,0.00,0.00,1.77,1.01,2.83,0.35,4.95,4.14,2.47,59.8%,3.84,2.57,67.1%,52.85,47.30,89.5%,5.80,4.09,70.4%,0.15,0.05,33.3%,0.00
Rodrigo Mendoza,24,1231,0.07,0.12,-0.05,1.24,0.29,5.88%,0.10,13.01,138.5,10.6,7.09,68.2,0.7,0.44,0.00,0.22,0.00,1.17,0.29,4.39,0.15,0.95,9.80,4.31,44.0%,2.12,0.51,24.1%,47.01,40.14,85.4%,16.01,12.21,76.3%,0.80,0.22,27.3%,0.73
Rodrigo Riquelme,25,810,0.11,0.24,-0.13,2.67,0.78,4.17%,0.09,14.89,204.4,13.7,8.44,107.6,1.4,1.00,0.00,1.11,0.11,1.78,0.56,5.67,0.00,0.78,11.56,4.22,36.5%,1.44,0.44,30.8%,34.33,28.56,83.2%,15.00,12.33,82.2%,2.33,0.44,19.1%,0.33
Rodrygo,19,676,0.13,0.34,-0.21,3.59,1.46,3.70%,0.10,23.30,272.3,11.7,11.98,123.2,1.4,1.60,0.00,0.53,0.00,1.73,0.40,5.06,0.00,0.53,12.38,7.19,58.1%,1.20,0.00,0.0%,43.14,39.14,90.7%,23.43,20.24,86.4%,2.13,0.13,6.3%,0.53
Roger Brugué,19,1007,0.09,0.30,-0.21,2.50,0.80,3.57%,0.12,7.95,74.8,9.4,4.47,33.2,0.7,0.27,0.00,0.27,0.00,0.98,0.36,2.32,0.09,1.70,7.33,2.50,34.1%,3.22,1.16,36.1%,21.81,17.96,82.4%,8.04,5.81,72.2%,0.98,0.54,54.5%,0.00
Ronald Araujo,24,1061,0.25,0.12,0.13,1.02,0.42,25.00%,0.12,14.93,167.6,11.2,8.31,95.8,1.0,0.17,0.00,0.00,0.00,1.78,0.76,4.07,0.42,3.22,3.56,2.04,57.1%,4.92,3.31,67.2%,71.08,65.40,92.0%,8.48,6.11,72.0%,0.59,0.00,0.0%,0.08
Roony Bardghji,21,641,0.14,0.20,-0.06,3.09,1.68,4.55%,0.06,21.34,213.2,10.0,9.13,53.8,0.8,1.12,0.14,0.28,0.14,0.84,0.28,2.11,0.00,0.42,10.39,5.05,48.6%,0.42,0.00,0.0%,47.18,41.84,88.7%,19.10,15.44,80.9%,4.49,0.98,21.9%,0.14
Rubén García,35,2247,0.08,0.10,-0.02,1.24,0.40,6.45%,0.08,8.97,95.1,10.6,3.40,29.2,0.3,0.28,0.04,0.12,0.00,2.00,0.68,3.64,0.08,0.88,8.05,3.81,47.3%,2.80,0.92,32.9%,33.16,26.36,79.5%,12.82,9.17,71.6%,2.00,0.44,22.0%,0.04
Rubén Sánchez,21,805,0.00,0.02,-0.02,0.89,0.11,0.00%,0.03,11.40,161.4,14.2,9.39,135.4,1.6,0.22,0.00,0.45,0.11,1.34,1.12,4.92,0.56,2.68,8.39,4.14,49.3%,3.02,1.57,51.9%,36.22,27.28,75.3%,11.96,6.60,55.1%,3.91,1.01,25.7%,0.22
Rubén Vargas,24,1608,0.17,0.18,-0.01,2.29,0.45,7.32%,0.08,12.48,150.8,12.1,6.38,68.3,0.6,0.84,0.11,0.39,0.11,1.06,0.39,4.53,0.06,0.73,6.77,3.19,47.1%,2.01,1.12,55.6%,31.40,22.95,73.1%,13.32,8.96,67.2%,2.07,0.34,16.2%,0.06
Salomón Rondón,16,1037,0.17,0.26,-0.09,2.08,0.43,8.33%,0.13,3.73,33.6,9.0,1.82,14.2,0.7,0.35,0.09,0.09,0.00,0.26,0.09,2.43,0.09,1.04,6.51,2.78,42.7%,7.38,3.91,52.9%,17.88,12.84,71.8%,5.29,3.47,65.6%,0.17,0.09,50.0%,0.00
Samú Costa,34,2705,0.23,0.13,0.10,1.30,0.53,17.95%,0.10,7.35,74.2,10.1,3.06,26.5,0.3,0.17,0.03,0.17,0.03,2.16,0.87,3.93,0.43,2.99,10.15,4.69,46.2%,3.93,2.60,66.1%,42.19,33.70,79.9%,11.25,7.09,63.0%,1.00,0.10,10.0%,0.07
Santi Cazorla,28,925,0.00,0.04,-0.04,0.68,0.10,0.00%,0.05,13.43,128.0,9.5,6.13,42.2,0.7,0.10,0.00,0.19,0.00,1.65,0.39,5.74,0.29,0.68,7.98,4.77,59.8%,1.07,0.58,54.5%,52.83,45.73,86.6%,20.04,15.57,77.7%,1.46,0.29,20.0%,0.19
Santi Comesaña,34,2413,0.11,0.16,-0.04,1.01,0.26,11.11%,0.15,8.95,94.0,10.5,5.22,50.9,0.4,0.07,0.00,0.22,0.07,1.68,1.04,4.96,0.56,2.01,6.94,3.13,45.2%,2.61,1.31,50.0%,45.09,37.52,83.2%,13.76,10.22,74.3%,0.56,0.07,13.3%,0.48
Santiago Colombatto,32,2069,0.00,0.03,-0.03,0.65,0.09,0.00%,0.04,8.26,75.0,9.1,4.57,38.3,0.4,0.04,0.00,0.09,0.00,1.91,0.61,4.44,0.26,1.78,6.92,3.87,56.0%,1.17,0.52,44.4%,44.33,38.11,86.0%,11.66,8.83,75.8%,0.87,0.39,45.0%,0.30
Santiago Mouriño,28,2384,0.04,0.04,-0.00,0.57,0.11,6.67%,0.07,9.63,104.8,10.9,5.17,53.8,0.4,0.19,0.04,0.08,0.04,3.85,1.09,5.36,0.34,4.79,10.49,5.74,54.7%,2.30,1.43,62.3%,46.66,39.22,84.1%,8.53,6.12,71.7%,0.23,0.00,0.0%,0.08
Sergi Altimira,24,1182,0.08,0.03,0.05,0.53,0.23,14.29%,0.05,15.30,156.9,10.3,6.55,61.7,0.7,0.08,0.00,0.08,0.00,3.88,1.60,6.02,0.30,1.52,9.06,5.79,63.9%,1.90,1.29,68.0%,58.48,53.30,91.2%,11.42,9.44,82.7%,0.23,0.15,66.7%,0.23
Sergi Cardona,31,1965,0.05,0.05,-0.00,0.82,0.23,5.56%,0.06,7.60,80.2,10.5,5.27,53.1,0.5,0.05,0.00,0.27,0.05,2.15,1.65,3.34,0.37,2.66,6.64,3.30,49.7%,1.79,0.92,51.3%,33.85,27.62,81.6%,9.39,7.28,77.6%,3.48,0.87,25.0%,0.05
Sergi Darder,38,2689,0.03,0.07,-0.03,1.20,0.44,2.78%,0.06,11.92,127.0,10.7,6.46,65.3,0.3,0.33,0.00,0.47,0.10,0.94,0.87,4.25,0.20,0.60,5.76,3.05,52.9%,0.50,0.27,53.3%,38.79,32.80,84.6%,13.32,9.97,74.9%,2.48,0.60,24.3%,0.20
Sergio Camello,22,818,0.55,0.34,0.21,2.97,1.54,18.52%,0.11,10.01,105.3,10.5,3.85,35.5,1.0,0.99,0.33,0.33,0.00,1.21,0.33,5.39,0.00,0.00,10.01,4.51,45.1%,1.54,0.44,28.6%,23.99,19.58,81.7%,10.34,7.48,72.3%,0.33,0.11,33.3%,0.33
Sergio Carreira,34,2693,0.07,0.05,0.01,0.53,0.23,12.50%,0.10,13.20,146.6,11.1,6.95,58.5,0.3,0.10,0.03,0.17,0.00,1.07,0.84,3.58,0.10,2.17,5.58,3.11,55.7%,1.14,0.37,32.4%,50.46,43.08,85.4%,14.10,11.33,80.3%,1.00,0.17,16.7%,0.07
Sergio Gómez,35,2705,0.00,0.04,-0.04,0.40,0.00,0.00%,0.09,10.15,107.7,10.6,5.79,49.7,0.3,0.13,0.00,0.17,0.03,2.93,1.03,4.99,0.20,2.40,7.25,3.83,52.8%,1.10,0.70,63.6%,50.24,43.52,86.6%,14.47,10.98,75.9%,3.23,0.83,25.8%,0.13
Sofyan Amrabat,17,1296,0.00,0.02,-0.02,0.56,0.07,0.00%,0.04,15.63,157.9,10.1,5.63,34.8,0.4,0.07,0.00,0.00,0.00,1.88,0.76,6.81,0.28,1.04,6.39,3.61,56.5%,0.83,0.28,33.3%,62.36,56.81,91.1%,12.15,9.86,81.1%,0.49,0.00,0.0%,0.07
Tajon Buchanan,34,1821,0.35,0.10,0.24,1.33,0.54,25.93%,0.08,10.53,148.7,14.1,7.36,103.0,0.7,0.49,0.20,0.20,0.00,1.38,1.04,5.34,0.10,0.79,9.44,4.20,44.5%,0.69,0.15,21.4%,23.03,18.73,81.3%,9.59,7.41,77.3%,1.63,0.15,9.1%,0.00
Takefusa Kubo,24,1508,0.12,0.14,-0.02,1.67,0.72,7.14%,0.09,16.59,203.0,12.2,9.43,99.6,0.6,0.78,0.00,0.95,0.12,1.73,0.66,3.16,0.00,0.60,11.58,6.92,59.8%,1.13,0.42,36.8%,29.18,23.16,79.3%,13.73,9.73,70.9%,1.31,0.12,9.1%,0.42
